Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
I lost my car keys at a bar last night.,angry,"Customer :I lost my keys at a bar last night. 
Agent :",sad,sad,angry,"REASONING: Losing car keys is an unpleasant, frustrating inconvenience that triggers irritation and self-directed frustration rather than passive grief or fear. This active frustration aligns with moderate-to-high arousal and assertive annoyance, consistent with anger.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.15]
EMOTION: angry",[-0.55  0.5   0.15],0.140356688476182,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
"My mom said I had to get rid of our family dog because she was allergic. I cried for a week it was unbearable, I resented her.",angry,"Customer :Aww what a cute name. Hopefully you an your Mom made up, and maybe you got/can get another pet.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly resents their mother for forcing them to give up the beloved dog. This indicates active irritation and blame toward a specific person, which aligns with anger rather than pure sadness, despite the grief of crying.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",angry,"Customer :I got angry at my brother one time when he ruined a football game score that I had recorded
Agent :",afraid,afraid,afraid,"REASONING: The speaker explicitly labels the past emotional state as “afraid of the dark,” so the emotion during that described experience is fear. Although they now feel less afraid, the felt emotion at the time was negative, vigilant, and vulnerable.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.65  0.55 -0.45],0.714982517268779,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I didn't like when I found out my mom threw away my old Nintendo.,angry,"Customer :No, I was away and found out when I got back.
Agent :",sad,sad,angry,"REASONING: The situation involves a specific person (mom) causing an unwanted outcome, triggering irritation and blame rather than helplessness or grief. This reflects moderate negative valence, moderately high arousal, and assertive control → anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I lost my job yesterday,angry,"Customer :yes, i just want to be able to feed my kids.
Agent :",sad,sad,sad,"REASONING: Losing a job is an unpleasant, undesirable life event that typically produces feelings of loss, deflation, and helplessness rather than high-energy irritation or active fear. This corresponds to negative valence, low-to-moderate arousal, and low dominance/control, matching sadness.
VAD_Estimate: [V: -0.65, A: -0.25, D: -0.35]
EMOTION: sad",[-0.65 -0.25 -0.35],1.0417293314484333,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
Bought a laptop I really needed last month. The price went down by $200. Wish I would have waited.,angry,"Customer :I hate when that happens! Were you able to get a credit for it?
Agent :",sad,sad,sad,"REASONING: The speaker reflects on an unfortunate timing of a purchase, feeling regret and mild disappointment rather than high-energy frustration or fear. Low pleasantness, low arousal, and a sense of powerless over the situation point to sadness.
VAD_Estimate: [V: -0.45, A: -0.30, D: -0.35]
EMOTION: sad",[-0.45 -0.3  -0.35],1.0750348831549608,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I lost my job yesterday,angry,"Customer :Sorry about that.I know how it feels,especially with the family concerns
Agent :",sad,sad,sad,"REASONING: The event involves an unexpected loss and personal setback, evoking feelings of disappointment and deflation rather than outward anger or fear. Valence is strongly negative, arousal is moderate-low (passive/dejected), and dominance is low due to reduced control over the situation.
VAD_Estimate: [V: -0.70, A: -0.30, D: -0.40]
EMOTION: sad",[-0.7 -0.3 -0.4],1.1183469944520796,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
When my brother wanted to fight me. We had just got off the ice.,angry,"Customer :oh yea?
Agent :",afraid,afraid,angry,"REASONING: A clear interpersonal provocation from a specific person—my brother wanting to fight—creates high displeasure and high arousal, with an assertive, confrontational energy rather than helplessness.  
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]  
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Moderate,0.6923871749245504,0.0
I'm pretty upset I got a flat on the way to work today.  I was late and I'm down 200 dollars.,angry,"Customer :Right? I was late and I'm down 200 dollars, but at least I still have my job.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says they are “upset” about a frustrating, costly event, indicating negative valence with active irritation rather than passive sadness. The flat tire caused anger/frustration about being late and losing money, with moderate arousal and some assertive complaining.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.11489125293076058,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
My car broke down,angry,"Customer :That doesnt sound so hard to fix
Agent :",sad,sad,angry,"REASONING: The car breaking down is a negative, frustrating event that likely triggers irritation and complaint rather than sadness or fear. This calls for moderately negative valence, fairly high arousal from annoyance, and some assertive control by blaming the situation/car.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.10]
EMOTION: angry",[-0.55  0.55  0.1 ],0.16031219541881397,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I caught my wife cheating on me last week. She's apparently decided she likes other women now. I really don't know what to do!,angry,"Customer :I caught my wife cheating on me last week. Apparently she's decided that she likes women too. I don't know what to do about this.
Agent :",sad,sad,angry,"REASONING: The situation involves a specific betrayal by the wife, which triggers active frustration, hurt, and agitation rather than passive resignation or fear. The negative valence and high arousal align with anger, though the uncertainty slightly lowers dominance.
VAD_Estimate: [V: -0.62, A: +0.64, D: +0.15]
EMOTION: angry",[-0.62  0.64  0.15],0.15684387141358122,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
"My mom said I had to get rid of our family dog because she was allergic. I cried for a week it was unbearable, I resented her.",angry,"Customer :I'm sooo upset with my mom. I don't think at this point I can forgive her.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says she “resented her” mother, an anger-related emotion directed at a specific person, so the blame test points to anger even though losing the dog also brings sadness. This gives negative valence, moderately high arousal from indignation, and moderate dominance from blame/resentment.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I broke my phone,angry,"Customer :I dropped it lol
Agent :",sad,sad,angry,"REASONING: Breaking a valuable possession is unpleasant and frustrating, with active irritation rather than passive grief. The speaker is likely annoyed and blaming the situation or themselves, so arousal is moderately high and dominance is near neutral to slightly assertive.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
All the rain storms that have been blowing through lately has saturated my garden which I've been working on all summer. This is a big month for pulling veggies so I'm at a a loss.,angry,"Customer :That's awesome rain is good
Agent :",sad,sad,sad,"REASONING: The situation involves losing a garden the speaker worked on all summer, with the phrase ""at a loss"" signaling helplessness and disappointment rather than anger or active frustration. This is a negative, low-energy, low-control emotional state, consistent with sadness.
VAD_Estimate: [V: -0.55, A: -0.25, D: -0.45]
EMOTION: sad",[-0.55 -0.25 -0.45],1.0941663493271943,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I lost another wallet today. I just can't keep up with those things,angry,"Customer :I lost another wallet today
Agent :",sad,sad,sad,"REASONING: The speaker is expressing frustration and resignation about repeatedly losing their wallet, with a sense of helplessness and low energy rather than confrontational anger. This points to negative valence, low arousal, and low dominance/control.
VAD_Estimate: [V: -0.55, A: -0.20, D: -0.40]
EMOTION: sad",[-0.55 -0.2  -0.4 ],1.023816389788716,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
All the rain storms that have been blowing through lately has saturated my garden which I've been working on all summer. This is a big month for pulling veggies so I'm at a a loss.,angry,"Customer :Rain would be good at first, but like I said it's oversaturated my crops and mold and mildew has set in.
Agent :",sad,sad,sad,"REASONING: The saturated garden and ruined vegetable harvest represent a disappointing, unchangeable loss after summer-long effort, producing a passive, dejected feeling of helplessness rather than active irritation or fear. This maps to low valence, low-to-moderate arousal, and low dominance.
VAD_Estimate: [V: -0.60, A: -0.25, D: -0.40]
EMOTION: sad",[-0.6  -0.25 -0.4 ],1.0659268267568838,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
"I wanted to take friday off but, I'm unable too.",angry,"Customer :Yeah, i'm going to have to reschedule.
Agent :",sad,sad,sad,"REASONING: The speaker expresses a blocked desire and a sense of helplessness about not being able to take Friday off, creating mild disappointment with low energy and low control. This aligns more with sadness than anger because there is no active frustration or confrontation.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.35]
EMOTION: sad",[-0.55 -0.3  -0.35],1.0741042779916667,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
My brother was in a drunken mood.,angry,"Customer :I agree, I am so angry with him. He has been doing for years now. 
Agent :",afraid,afraid,joyful,"REASONING: ""In a drunken mood"" suggests an elevated, uninhibited, and socially positive state rather than distress or threat; arousal is high, with somewhat reduced self-control but overall pleasant tone.
VAD_Estimate: [V: +0.60, A: +0.55, D: -0.10]
EMOTION: joyful",[ 0.6   0.55 -0.1 ],1.164560002747819,False,False,Negative_High_Moderate,Negative_High_Submissive,Positive_High_Dominant,0.6923871749245504,1.2786711852544421
I was on a train in Sri Lanka. I asked the passengers if I was at the right stop. They told me no. Turns out I was at the right place.,angry,"Customer :Oh dang. Do you think it was intentional?
Agent :",joyful,joyful,angry,"REASONING: The speaker is misled by passengers and left with frustration over a travel mistake; there is a clear external cause to blame and no life-threatening danger, so displeasure, moderate arousal, and assertive irritation point to anger.
VAD_Estimate: [V: -0.50, A: +0.55, D: +0.25]
EMOTION: angry",[-0.5   0.55  0.25],0.04123105625617653,False,True,Negative_High_Moderate,Positive_High_Dominant,Negative_High_Moderate,1.2786711852544421,0.0
